word	code	tags	ToRCH-freq
三菱	dgaf	ⓦ/ⓣ	2
三营	dgap	ⓣ	1
三藏	dgad	➆/ⓦ/ⓣ	18
三要	dgsv	ⓣ	0
三观	dgcm	ⓦ/ⓣ	0
三角	dgqe	★/➆/ⓦ/ⓣ	45
三趟	dgfh	ⓣ	0
三轮	dglw	ⓦ/ⓣ	8
三载	dgfa	ⓣ	1
三辆	dglg	ⓣ	0
三辩	dguy	ⓣ	0
三边	dglp	ⓦ/ⓣ	0
三通	dgce	★/➆/ⓦ/ⓣ	1
三道	dgut	ⓦ/ⓣ	5
三郎	dgyv	ⓦ/ⓣ	1
三部	dguk	ⓣ	1
三重	dgtg	ⓦ/ⓣ	2
三金	dgqq	ⓦ/ⓣ	1
三键	dgqv	➆/ⓦ/ⓣ	0
三门	dguy	ⓦ/ⓣ	1
三间	dguj	ⓣ	0
三险	dgbw	➆/ⓣ	0
三陪	dgbu	★/➆/ⓦ/ⓣ	2
三页	dgdm	ⓣ	0
三项	dgad	ⓣ	0
三顿	dggb	ⓣ	0
三颗	dgjs	ⓣ	0
三餐	dghq	★/ⓦ/ⓣ	4
三高	dgym	ⓦ/ⓣ	11
三鲜	dgqg	★/➆/ⓣ	0
三鹿	dgyn	ⓦ/ⓣ	22
上一	hhgg	ⓣ	28
上万	hhdn	ⓣ	16
上上	hhhh	★/➆/ⓦ/ⓣ	3
上下	hhgh	★/➆/ⓦ/ⓣ	163
上世	hhan	★/➆/ⓣ	1
上东	hhai	ⓣ	0
上个	hhwh	ⓣ	1
上举	hhiw	ⓣ	3
上乘	hhtu	★/➆/ⓣ	8
上书	hhnn	★/➆/ⓣ	13
上了	hhbn	ⓣ	2
上交	hhuq	★/➆/ⓦ/ⓣ	15
上人	hhww	➆/ⓦ/ⓣ	8
上代	hhwa	★/➆/ⓣ	0
上任	hhwt	★/➆/ⓣ	29
上会	hhwf	ⓦ/ⓣ	1
上传	hhwf	★/➆/ⓦ/ⓣ	1
上位	hhwu	➆/ⓦ/ⓣ	0
上体	hhws	➆/ⓣ	2
上佳	hhwf	➆/ⓣ	2
上供	hhwa	★/➆/ⓣ	0
上元	hhfq	ⓦ/ⓣ	2
上光	hhiq	★/ⓣ	3
上冻	hhua	★/➆/ⓣ	0
上分	hhwv	ⓣ	0
上刑	hhga	★/➆/ⓣ	1
上划	hhaj	ⓣ	0
上列	hhgq	➆/ⓣ	1
上到	hhgc	ⓣ	0
上前	hhue	ⓣ	68
上劲	hhca	★/➆/ⓣ	3
上千	hhtf	★/ⓣ	32
上升	hhta	★/➆/ⓣ	196
上午	hhtf	★/➆/ⓦ/ⓣ	179
上卷	hhud	ⓦ/ⓣ	3
上去	hhfc	★/➆/ⓣ	136
上口	hhkk	★/➆/ⓣ	11
上古	hhdg	★/➆/ⓦ/ⓣ	13
上台	hhck	★/➆/ⓣ	36
上司	hhng	★/➆/ⓦ/ⓣ	33
上合	hhwg	ⓦ/ⓣ	0
上吊	hhkm	★/➆/ⓦ/ⓣ	6
上告	hhtf	★/➆/ⓦ/ⓣ	3
上周	hhmf	★/ⓣ	14
上品	hhkk	★/➆/ⓣ	4
上唇	hhdf	★/ⓦ/ⓣ	12
上回	hhlk	★/ⓣ	1
上图	hhlt	ⓦ/ⓣ	0
上场	hhfn	★/➆/ⓣ	16
上坟	hhfy	★/➆/ⓣ	1
上坡	hhfh	ⓣ	4
上士	hhfg	★/➆/ⓦ/ⓣ	0
上声	hhfn	➆/ⓦ/ⓣ	0
上外	hhqh	ⓦ/ⓣ	0
上大	hhdd	ⓦ	0
上天	hhgd	★/➆/ⓦ/ⓣ	14
上头	hhud	★/➆/ⓦ/ⓣ	15
上奏	hhdw	ⓣ	1
上套	hhdd	★/ⓣ	0
上好	hhvb	★/➆/ⓣ	10
上学	hhip	★/➆/ⓦ/ⓣ	104
上完	hhpf	ⓣ	5
上官	hhpn	➆/ⓦ/ⓣ	52
上客	hhpt	ⓣ	1
上家	hhpe	★/➆/ⓣ	0
上宾	hhpr	★/➆/ⓣ	1
上将	hhuq	★/➆/ⓦ/ⓣ	11
上尉	hhnf	★/➆/ⓦ/ⓣ	8
上层	hhnf	★/➆/ⓦ/ⓣ	29
上届	hhnm	ⓣ	9
上屋	hhng	ⓣ	2
上山	hhmm	★/➆/ⓦ/ⓣ	20
上岗	hhmm	★/➆/ⓣ	11
上岛	hhqy	ⓦ/ⓣ	1
上岸	hhmd	ⓣ	28
上峰	hhmt	★/➆/ⓣ	0
上工	hhaa	★/➆/ⓣ	3
上巳	hhnn	ⓦ/ⓣ	1
上市	hhym	★/➆/ⓦ/ⓣ	106
上师	hhjg	ⓦ/ⓣ	1
上帝	hhup	★/➆/ⓦ/ⓣ	131
上年	hhrh	★/➆/ⓣ	93
上庄	hhyf	ⓣ	3
上床	hhys	➆/ⓦ/ⓣ	3
上店	hhyh	ⓣ	1
上座	hhyw	★/➆/ⓦ/ⓣ	0
上庭	hhyt	ⓣ	0
上开	hhga	ⓣ	0
上弦	hhxy	★/➆/ⓣ	0
上当	hhiv	★/➆/ⓦ/ⓣ	8
上得	hhtj	ⓣ	0
上心	hhny	★/➆/ⓣ	8
上思	hhln	ⓦ	0
上情	hhng	★	1
上感	hhdg	★/➆	0
上房	hhyn	★/➆/ⓣ	6
上手	hhrt	★/➆/ⓣ	5
上扬	hhrn	★/➆/ⓣ	14
上报	hhrb	★/➆/ⓦ/ⓣ	25
上排	hhrd	ⓣ	1
上推	hhrw	ⓣ	0
上操	hhrk	★/➆/ⓣ	0
上文	hhyy	★/➆/ⓣ	9
上新	hhus	ⓣ	0
上方	hhyy	★/ⓦ/ⓣ	61
上旬	hhqj	★/➆/ⓦ/ⓣ	7
上时	hhjf	ⓣ	3
上映	hhjm	★/➆/ⓣ	21
上是	hhjg	ⓣ	0
上晃	hhji	ⓣ	2
上月	hhee	ⓣ	7
上有	hhde	ⓣ	0
上朝	hhfj	➆/ⓦ/ⓣ	3
上期	hhad	ⓦ/ⓣ	2
上本	hhsg	ⓣ	1
上机	hhsm	★/ⓣ	0
上村	hhsf	ⓦ/ⓣ	2
上来	hhgo	★/➆/ⓣ	149
上林	hhss	ⓦ/ⓣ	1
上架	hhlk	➆/ⓣ	5
上栗	hhss	ⓦ	3
上校	hhsu	★/➆/ⓦ/ⓣ	28
上桌	hhhj	ⓣ	1
上档	hhsi	ⓣ	1
上桥	hhst	ⓦ/ⓣ	0
上梁	hhiv	★/ⓦ/ⓣ	0
上楼	hhso	ⓣ	19
上次	hhuq	ⓦ/ⓣ	51
上款	hhff	★/➆/ⓣ	0
上水	hhii	★/➆/ⓦ/ⓣ	1
上江	hhia	➆/ⓣ	0
上油	hhim	★/ⓣ	1
上流	hhiy	★/➆/ⓣ	10
上浆	hhuq	➆/ⓦ/ⓣ	0
上浮	hhie	★/➆/ⓣ	8
上海	hhit	★/ⓦ/ⓣ	837
上涨	hhix	★/➆/ⓣ	80
上港	hhia	ⓦ/ⓣ	1
上游	hhiy	★/➆/ⓦ/ⓣ	22
上溯	hhiu	★/➆/ⓣ	6
上漆	hhis	ⓣ	1
上演	hhip	★/➆/ⓣ	58
上火	hhoo	★/➆/ⓦ/ⓣ	6
上点	hhhk	ⓣ	2
上焦	hhwy	➆/ⓣ	0
上班	hhgy	★/➆/ⓦ/ⓣ	149
上用	hhet	ⓣ	1
上界	hhlw	➆/ⓦ/ⓣ	2
上瘾	hhub	★/➆/ⓦ/ⓣ	4
上白	hhrr	ⓣ	0
上皮	hhhc	ⓦ/ⓣ	0
上盆	hhwv	ⓣ	7
上盖	hhug	ⓣ	0
上相	hhsh	★/➆/ⓣ	1
上看	hhrh	ⓣ	0
上眼	hhhv	ⓣ	1
上研	hhdg	ⓣ	0
上磨	hhys	ⓣ	0
上税	hhtu	★/➆/ⓣ	0
上空	hhpw	★/➆/ⓦ/ⓣ	37
上站	hhuh	ⓦ/ⓣ	2
上端	hhum	★/ⓣ	8
上等	hhtf	★/➆/ⓣ	11
上策	hhtg	★/➆/ⓣ	2
上算	hhth	★/➆/ⓣ	0
上管	hhtp	ⓣ	0
上篇	hhty	ⓣ	1
上篮	hhtj	★/ⓦ/ⓣ	1
上紧	hhjc	★/➆/ⓣ	0
上级	hhxe	★/➆/ⓦ/ⓣ	65
上纲	hhxm	★/➆/ⓣ	0
上线	hhxg	★/➆/ⓦ/ⓣ	17
上缴	hhxr	★/➆/ⓣ	2
上网	hhmq	★/➆/ⓦ/ⓣ	58
上翘	hhat	ⓣ	6
上联	hhbu	★/➆/ⓣ	1
上肢	hhef	★/➆/ⓦ/ⓣ	7
上肥	hhec	★	0
上能	hhce	ⓣ	0
上脑	hhey	ⓣ	0
上脸	hhew	★/➆/ⓣ	1
上腹	hhet	ⓣ	4
上膘	hhes	★/➆/ⓣ	0
上膛	hhei	★/➆/ⓣ	0
上臂	hhnk	★/ⓦ/ⓣ	12
上船	hhte	ⓣ	8
上色	hhqc	★/➆/ⓣ	10
上节	hhab	ⓣ	0
上苍	hhaw	★/➆/ⓣ	3
上药	hhax	★/ⓣ	0
上菜	hhae	★/ⓣ	1
上蔟	hhay	➆/ⓣ	0
上蜡	hhja	★/ⓣ	0
上行	hhtf	★/➆/ⓦ/ⓣ	8
上街	hhtf	★/ⓦ/ⓣ	31
上衣	hhye	★/➆/ⓦ/ⓣ	23
上装	hhuf	★/➆/ⓣ	2
上解	hhqe	ⓣ	2
上计	hhyf	ⓦ/ⓣ	1
上访	hhyy	★/➆/ⓦ/ⓣ	5
上诉	hhyr	★/➆/ⓦ/ⓣ	27
上说	hhyu	ⓣ	0
上课	hhyj	★/➆/ⓦ/ⓣ	94
上调	hhym	★/➆/ⓣ	12
上谕	hhyw	➆/ⓦ/ⓣ	4
上贡	hham	ⓣ	1
上账	hhmt	★/➆/ⓣ	0
上货	hhwx	★/ⓣ	0
上路	hhkh	★/➆/ⓦ/ⓣ	21
上身	hhtm	★/➆/ⓦ/ⓣ	24
上车	hhlg	ⓦ/ⓣ	37
上轮	hhlw	ⓣ	2
上载	hhfa	★/➆/ⓦ/ⓣ	0
上辈	hhdj	★/➆/ⓣ	2
上边	hhlp	★/➆/ⓣ	17
上达	hhdp	★/➆/ⓣ	1
上过	hhfp	ⓣ	0
上进	hhfj	★/➆/ⓣ	9
上述	hhsy	★/➆/ⓣ	241
上道	hhut	ⓦ/ⓣ	4
上郡	hhvt	ⓦ/ⓣ	1
上部	hhuk	★/ⓣ	21
上都	hhft	ⓦ/ⓣ	23
上钩	hhqq	★/➆/ⓦ/ⓣ	4
上铺	hhqg	★/ⓣ	3
上锁	hhqi	★/ⓣ	1
上镜	hhqu	★/➆/ⓦ/ⓣ	3
上门	hhuy	★/➆/ⓦ/ⓣ	35
上阵	hhbl	★/➆/ⓣ	9
上限	hhbv	★/➆/ⓦ/ⓣ	17
上院	hhbp	➆/ⓦ/ⓣ	0
上集	hhwy	★/ⓣ	3
上面	hhdm	★/➆/ⓣ	319
上鞋	hhaf	➆/ⓣ	0
上颌	hhwg	★/➆/ⓦ/ⓣ	0
上颚	hhkk	★/➆/ⓦ/ⓣ	0
上风	hhmq	★/➆/ⓣ	7
上饶	hhqn	ⓦ/ⓣ	0
上首	hhut	★/➆/ⓦ/ⓣ	2
上香	hhtj	★/ⓦ/ⓣ	2
上马	hhcn	★/➆/ⓦ/ⓣ	16
上高	hhyk/hhym	ⓦ	1
上齐	hhyj	ⓣ	0
下三	ghdg	ⓣ	0
下下	ghgh	➆/ⓣ	0
下世	ghan	★/➆/ⓦ/ⓣ	0
下乘	ghtu	★/➆/ⓣ	0
下乡	ghxt	★/➆/ⓦ/ⓣ	26
下书	ghnn	★/➆/ⓣ	0
下井	ghfj	ⓣ	3
下人	ghww	★/➆/ⓣ	6
下令	ghwy	★/➆/ⓣ	24
下任	ghwt	★/ⓣ	0
下位	ghwu	➆/ⓣ	0
下体	ghws	➆/ⓦ/ⓣ	3
下作	ghwt	★/➆/ⓣ	0
下关	ghud	ⓦ/ⓣ	1
下凡	ghmy	★/➆/ⓦ/ⓣ	6
下刀	ghvn	ⓣ	1
下列	ghgq	★/➆/ⓣ	45
下剩	ghtu	➆/ⓣ	0
下力	ghlt	★/ⓣ	0
下劲	ghca	★/➆/ⓣ	0
下区	ghaq	ⓣ	1
下午	ghtf	★/➆/ⓦ/ⓣ	287
下半	ghuf	ⓣ	0
下单	ghuj	➆/ⓣ	13
下卷	ghud	★/ⓦ/ⓣ	5
下厨	ghdg	★/ⓦ/ⓣ	8
下去	ghfc	★/➆/ⓣ	459
下发	ghnt	★/ⓣ	23
下台	ghck	★/➆/ⓣ	12
下同	ghmg	★/➆/ⓦ/ⓣ	13
下周	ghmf	★/ⓣ	11
下咽	ghkl	★/ⓣ	0
下品	ghkk	★/➆/ⓣ	4
下唇	ghdf	★/ⓦ/ⓣ	5
下嘴	ghkh	ⓣ	1
下回	ghlk	★/ⓣ	5
下图	ghlt	ⓣ	1
下地	ghfb	★/➆/ⓣ	8
下场	ghfn	★/➆/ⓣ	14
下坠	ghbw	★/➆/ⓣ	7
下坡	ghfh	★/ⓣ	7
下垂	ghtf/ghtg	★/ⓣ	12
下塌	ghfj	★/ⓣ	0
下士	ghfg	★/➆/ⓦ/ⓣ	0
下处	ghth	★/➆/ⓣ	0
下头	ghud	★/➆/ⓣ	5
下套	ghdd	➆/ⓣ	0
下奶	ghve	★/➆/ⓣ	0
下嫁	ghvp	★/ⓣ	0
下子	ghbb	➆/ⓣ	0
下存	ghdh	★/➆/ⓣ	0
下学	ghip	★/➆/ⓣ	1
下完	ghpf	ⓣ	0
下官	ghpn	ⓦ/ⓣ	3
下定	ghpg	★/➆/ⓣ	0
下宫	ghpk	ⓣ	1
下家	ghpe	★/➆/ⓣ	2
下层	ghnf	★/➆/ⓣ	14
下届	ghnm	ⓣ	1
下属	ghnt	★/➆/ⓦ/ⓣ	59
下山	ghmm	★/ⓦ/ⓣ	19
下岗	ghmm	★/➆/ⓦ/ⓣ	17
下工	ghaa	★/➆/ⓦ/ⓣ	1
下巴	ghcn	★/➆/ⓦ/ⓣ	46
下市	ghym	★/➆/ⓣ	0
下庄	ghyf	ⓣ	1
下床	ghys	★/ⓣ	8
下应	ghyi	ⓣ	0
下底	ghyq	ⓣ	0
下张	ghxt	ⓣ	0
下弦	ghxy	★/➆/ⓣ	0
下得	ghtj	ⓣ	0
下怀	ghng	★/➆/ⓣ	0
下情	ghng	★/➆/ⓣ	2
下房	ghyn	★/➆/ⓣ	0
下手	ghrt	★/➆/ⓣ	37
下拨	ghrn	★/ⓣ	2
下挫	ghrw	★/➆/ⓣ	1
下排	ghrd	ⓣ	1
下摆	ghrl	★/➆/ⓦ/ⓣ	5
下操	ghrk	★/➆/ⓣ	0
下放	ghyt	★/➆/ⓦ/ⓣ	32
下文	ghyy	★/➆/ⓣ	18
下方	ghyy	★/ⓣ	40
下旬	ghqj	★/➆/ⓦ/ⓣ	21
下映	ghjm	ⓣ	0
下晚	ghjq	ⓣ	1
下月	ghee	★/ⓣ	3
下期	ghad	ⓦ/ⓣ	0
下本	ghsg	➆/ⓣ	1
下机	ghsm	ⓣ	1
下来	ghgo	★/➆/ⓣ	852
下架	ghlk	➆/ⓣ	0
下桌	ghhj	ⓣ	2
下棋	ghsa	★/ⓦ/ⓣ	7
下楼	ghso	★/ⓣ	12
下榻	ghsj	★/➆/ⓣ	10
下欠	ghqw	★/➆/ⓣ	0
下次	ghuq	ⓣ	34
下款	ghff	★/➆/ⓣ	0
下毒	ghgx	ⓣ	4
下水	ghii	★/➆/ⓦ/ⓣ	25
下江	ghia	★/➆/ⓣ	0
下沉	ghip	★/ⓦ/ⓣ	18
下河	ghis	ⓣ	1
下泄	ghia	★/➆/ⓣ	1
下注	ghiy	★/ⓣ	5
下泻	ghip	★/➆/ⓣ	2
下派	ghir	ⓣ	1
下流	ghiy	★/➆/ⓦ/ⓣ	4
下浮	ghie	★/➆/ⓣ	1
下海	ghit	★/➆/ⓦ/ⓣ	8
下渗	ghic	★/ⓣ	0
下游	ghiy	★/➆/ⓦ/ⓣ	28
下滑	ghim	★/➆/ⓣ	41
下潜	ghif	★/ⓣ	2
下炕	ghoy	ⓣ	1
下焦	ghwy	➆/ⓦ/ⓣ	0
下狱	ghqt	★/➆/ⓦ/ⓣ	1
下班	ghgy	★/➆/ⓦ/ⓣ	84
下生	ghtg	★/➆/ⓦ/ⓣ	1
下田	ghll	ⓦ/ⓣ	0
下界	ghlw	★/➆/ⓦ/ⓣ	0
下疳	ghua	➆/ⓣ	0
下痢	ghut	ⓦ/ⓣ	2
下碇	ghdp	➆	0
下神	ghpy	➆/ⓣ	0
下种	ghtk	★/➆/ⓣ	1
下移	ghtq	ⓣ	3
下端	ghum	★/ⓣ	4
下笔	ghtt	★/➆/ⓣ	7
下第	ghtx	➆/ⓣ	0
下等	ghtf	★/➆/ⓣ	2
下策	ghtg	★/➆/ⓣ	1
下箸	ghtf	★/➆/ⓣ	0
下篇	ghty	ⓣ	2
下级	ghxe	★/➆/ⓦ/ⓣ	11
下线	ghxg	➆/ⓦ/ⓣ	3
下网	ghmq	➆/ⓣ	0
下联	ghbu	★/➆/ⓣ	4
下聘	ghbm	★/➆/ⓣ	0
下肚	ghef	ⓣ	3
下肢	ghef	★/➆/ⓦ/ⓣ	26
下脚	ghef	★/➆/ⓦ/ⓣ	1
下腰	ghes	★/ⓦ/ⓣ	1
下腹	ghet	ⓣ	1
下船	ghte	★/➆/ⓣ	2
下节	ghab	ⓣ	1
下药	ghax	★/➆/ⓣ	1
下落	ghai	★/➆/ⓣ	21
下葬	ghag	★/➆/ⓣ	8
下蛋	ghnh	★/➆/ⓣ	3
下行	ghtf	★/➆/ⓦ/ⓣ	19
下装	ghuf	★/➆/ⓣ	1
下设	ghym	ⓣ	5
下诏	ghyv	ⓣ	1
下课	ghyj	★/➆/ⓣ	28
下调	ghym	★/➆/ⓣ	21
下账	ghmt	★/➆/ⓣ	0
下贱	ghmg	★/➆/ⓣ	3
下跌	ghkh	★/➆/ⓣ	44
下跪	ghkh	★/ⓦ/ⓣ	2
下蹲	ghkh	ⓦ/ⓣ	4
下身	ghtm	★/➆/ⓣ	17
下车	ghlg	ⓦ/ⓣ	44
下载	ghfa	★/➆/ⓦ/ⓣ	32
下辈	ghdj	★/➆/ⓣ	2
下辖	ghlp	★/ⓣ	6
下边	ghlp	★/➆/ⓣ	13
下达	ghdp	★/➆/ⓣ	25
下述	ghsy	★/ⓣ	4
下道	ghut	ⓣ	1
下部	ghuk	★/ⓣ	15
下酒	ghis	★/➆/ⓣ	3
下野	ghjf	★/➆/ⓦ/ⓣ	2
下铺	ghqg	★/ⓣ	1
下锅	ghqk	★/ⓣ	3
下问	ghuk	★/ⓣ	0
下降	ghbt	★/➆/ⓣ	292
下限	ghbv	★/➆/ⓣ	18
下院	ghbp	➆/ⓦ/ⓣ	0
下陷	ghbq	★/➆/ⓣ	2
下集	ghwy	★/ⓣ	0
下雨	ghfg	★/ⓦ/ⓣ	26
下雪	ghfv	ⓦ/ⓣ	12
下面	ghdm	★/➆/ⓦ/ⓣ	229
下顿	ghgb	ⓣ	2
下颌	ghwg	★/➆/ⓦ/ⓣ	8
下颚	ghkk	★/➆/ⓦ/ⓣ	3
下风	ghmq	★/➆/ⓣ	2
下饭	ghqn	★/➆/ⓣ	3
下首	ghut	★/➆/ⓦ/ⓣ	0
下马	ghcn	★/➆/ⓦ/ⓣ	8
不一	gigg	★/➆/ⓣ	44
不上	gihh	ⓣ	0
不下	gigh	★/➆/ⓣ	31
不不	gigi	ⓣ	1
不严	gigo	ⓣ	4
不中	gikh	➆/ⓣ	6
不丹	gimy	★/ⓦ/ⓣ	9
不为	giyl	ⓣ	0
不久	giqy	★/➆/ⓣ	206
不义	giyq	ⓣ	3
不乏	gitp	★/➆/ⓣ	40
不乖	gitf	ⓣ	0
不买	ginu	ⓣ	0
不乱	gitd	ⓣ	1
不了	gibn	➆/ⓣ	173
不予	gicb	ⓣ	24
不争	giqv	★/➆/ⓣ	9
不二	gifg	ⓦ/ⓣ	0
不交	giuq	ⓣ	0
不亮	giyk/giyp	ⓣ	0
不亲	gius	ⓣ	0
不人	giww	ⓣ	0
不仁	giwf	★/➆/ⓦ/ⓣ	1
不仅	giwc	★/➆/ⓣ	931
不付	giwf	ⓣ	0
不以	giny	ⓣ	0
不休	giws	★/➆/ⓣ	18
不会	giwf	ⓣ	602
不伤	giwt	ⓣ	2
不但	giwj	★/➆/ⓣ	200
不住	giwy	ⓣ	115
不作	giwt	ⓣ	3
不佞	giwf	➆/ⓣ	0
不佳	giwf	ⓣ	9
不使	giwg	ⓣ	1
不依	giwy	★/➆/ⓣ	1
不便	giwg	★/➆/ⓣ	40
不俗	giww	★/ⓣ	12
不保	giwk	ⓣ	1
不信	giwy	ⓦ/ⓣ	3
不倦	giwu	ⓣ	1
不值	giwf	ⓣ	0
不停	giwy	ⓣ	83
不像	giwq	ⓣ	5
不允	gicq	ⓣ	1
不先	gitf	ⓣ	0
不光	giiq	★/➆/ⓣ	30
不克	gidq	➆/ⓣ	0
不免	giqk	★/➆/ⓣ	41
不入	gity	ⓣ	1
不全	giwg	ⓣ	8
不公	giwc	★/➆/ⓦ/ⓣ	16
不关	giud	★/➆/ⓣ	0
不兴	giiw	★/➆/ⓣ	0
不具	gihw	ⓣ	0
不养	giud	ⓣ	0
不再	gigm	★/ⓣ	368
不写	gipg	ⓣ	0
不决	giun	ⓣ	1
不净	giuq	ⓣ	4
不准	giuw	ⓣ	36
不减	giud	ⓣ	0
不凡	gimy	★/➆/ⓣ	39
不出	gibm	ⓣ	109
不分	giwv	ⓣ	2
不判	giud	ⓣ	0
不利	gitj	★/➆/ⓣ	83
不到	gigc	ⓣ	333
不刷	ginm	ⓣ	0
不力	gilt	★/➆/ⓣ	15
不办	gilw	ⓣ	0
不加	gilk	ⓣ	0
不动	gifc	ⓣ	3
不化	giwx	ⓣ	0
不单	giuj	★/➆/ⓣ	13
不卖	gifn	ⓣ	1
不卡	gihh	ⓣ	0
不压	gidf	ⓣ	0
不厌	gidd	➆/ⓣ	5
不厚	gidj	ⓣ	0
不去	gifc	ⓦ/ⓣ	3
不及	giey	★/➆/ⓣ	30
不受	giep	ⓣ	1
不变	giyo	ⓦ/ⓣ	46
不只	gikw	★/➆/ⓣ	18
不可	gisk	★/➆/ⓣ	366
不吃	gikt	ⓣ	3
不合	giwg	★/➆/ⓦ/ⓣ	20
不同	gimg	ⓣ	2017
不吝	giyk	★/➆/ⓣ	3
不含	giwy	ⓣ	4
不周	gimf	★/➆/ⓣ	6
不和	gitk	★/➆/ⓣ	0
不啻	giup	★/➆/ⓣ	3
不善	giud	★/➆/ⓣ	13
不喜	gifk	ⓣ	1
不图	gilt	➆/ⓣ	0
不在	gidh	➆/ⓣ	1
不均	gifq	ⓣ	12
不坏	gifg	ⓣ	8
不坚	gijc	ⓣ	1
不堪	gifa	★/➆/ⓣ	43
不壮	giuf	ⓣ	0
不备	gitl	★/ⓣ	1
不复	gitj	★/➆/ⓣ	10
不外	giqh	★/➆/ⓣ	6
不多	giqq	ⓣ	2
不够	giqk	➆/ⓣ	189
不大	gidd	ⓣ	58
不失	girw	ⓣ	7
不好	givb	ⓣ	344
不如	givk	★/➆/ⓣ	169
不妙	givi	★/➆/ⓣ	13
不妥	giev	★/ⓣ	12
不妨	givy	★/➆/ⓣ	59
不嫌	givu	ⓣ	0
不孝	gift	★/➆/ⓦ/ⓣ	4
不学	giip	ⓣ	5
不宁	gips	ⓣ	1
不安	gipv	★/➆/ⓦ/ⓣ	121
不定	gipg	★/➆/ⓦ/ⓣ	15
不宜	gipe	★/➆/ⓣ	81
不实	gipu	★/ⓣ	6
不审	gipj	ⓣ	1
不宰	gipu	ⓣ	1
不容	gipw	★/➆/ⓣ	42
不寐	gipn	ⓣ	0
不察	gipw	ⓣ	1
不对	gicf	➆/ⓣ	89
不射	gitm	ⓣ	0
不小	giih	ⓣ	30
不少	giit	ⓣ	526
不就	giyi/giyk	ⓣ	24
不尽	giny	ⓣ	48
不尿	gini	ⓣ	0
不屈	ginb	★/➆/ⓣ	6
不屑	gini	★/➆/ⓦ/ⓣ	23
不巧	giag	★/ⓣ	7
不差	giud	ⓣ	0
不已	ginn	★/➆/ⓣ	88
不带	gigk	➆/ⓣ	2
不常	giip	ⓣ	4
不干	gifg	ⓣ	12
不平	gigu	★/➆/ⓣ	20
不幸	gifu	★/➆/ⓣ	100
不广	giyy	ⓣ	1
不应	giyi	ⓣ	32
不开	giga	ⓣ	0
不异	gina	ⓣ	1
不弱	gixu	ⓣ	0
不强	gixk	ⓣ	0
不归	gijv	ⓣ	3
不当	giiv	★/➆/ⓣ	39
不往	gity	ⓣ	0
不待	gitf	★/➆/ⓣ	1
不得	gitj	★/➆/ⓣ	191
不必	gint	★/➆/ⓣ	138
不忍	givy	★/➆/ⓦ/ⓣ	14
不忙	giny	ⓣ	0
不忠	gikh	ⓦ/ⓣ	2
不快	ginn	★/➆/ⓣ	17
不念	giwy	ⓣ	5
不忿	giwv	★/➆/ⓣ	0
不怕	ginr	ⓣ	89
不思	giln	ⓣ	6
不怠	gick	ⓣ	0
不急	giqv	ⓣ	1
不怪	ginc	ⓣ	2
不恤	gint	➆/ⓣ	0
不息	gith	ⓣ	16
不悔	gint	ⓣ	2
不悦	ginu	ⓦ/ⓣ	14
不惊	giny	ⓣ	3
不惑	giak	★/➆/ⓣ	3
不惜	gina	★/➆/ⓣ	40
不惟	ginw	➆/ⓣ	0
不惧	ginh	ⓣ	3
不惮	ginu	➆/ⓣ	0
不惯	ginx	ⓣ	1
不想	gish	➆/ⓣ	135
不意	giuj	★/➆/ⓣ	1
不愧	ginr	★/➆/ⓣ	11
不愿	gidr	ⓣ	48
不慌	gina	ⓣ	0
不慎	ginf	★/ⓣ	12
不懂	gina	ⓣ	0
不懈	ginq	★/➆/ⓣ	31
不成	gidn	★/➆/ⓣ	9
不戴	gifa	ⓣ	1
不才	gift	★/➆/ⓣ	1
不扎	girn	ⓣ	0
不扬	girn	➆/ⓦ/ⓣ	1
不拒	gira	ⓣ	1
不拘	girq	★/➆/ⓣ	4
不择	girc	ⓣ	2
不振	gird	★/➆/ⓣ	3
不换	girq	ⓦ/ⓣ	0
不掉	girh	ⓣ	0
不接	giru	ⓣ	1
不揣	girm	➆/ⓣ	0
不撑	giri	ⓣ	0
不擦	girp	ⓣ	1
不支	gifc	★/➆/ⓣ	1
不收	ginh	ⓦ/ⓣ	0
不放	giyt	ⓣ	0
不敌	gitd	★/➆/ⓣ	14
不敏	gitx	➆/ⓣ	0
不敢	ginb	➆/ⓣ	166
不散	giae	ⓦ/ⓣ	1
不敬	giaq	★/ⓣ	2
不整	gigk	ⓣ	1
不料	giou	★/➆/ⓣ	35
不断	gion	★/➆/ⓣ	1308
不无	gifq	★/➆/ⓣ	20
不日	gijj	★/➆/ⓣ	0
不早	gijh	ⓣ	0
不时	gijf	★/➆/ⓣ	91
不明	gije	★/ⓦ/ⓣ	42
不易	gijq	★/ⓣ	84
不是	gijg	★/➆/ⓦ/ⓣ	1284
不晕	gijp	ⓣ	0
不晚	gijq	ⓣ	0
不暇	gijn	➆/ⓣ	0
不曾	giul	★/➆/ⓣ	67
不有	gide	ⓣ	0
不服	gieb	★/➆/ⓣ	20
不朽	gisg	★/➆/ⓦ/ⓣ	32
不来	gigo	ⓣ	0
不松	gisw	ⓣ	0
不枉	gisg	★/➆/ⓣ	1
不果	gijs	★/➆/ⓣ	0
不检	gisw	★/ⓣ	0
不欲	giww	ⓣ	3
不止	gihh	★/➆/ⓣ	91
不正	gigh	ⓣ	0
不死	gigq	ⓦ/ⓣ	0
不比	gixx	★/➆/ⓣ	13
